respondent_id,age_group,gender,country,city,education_level,years_experience,domain_role,tech_primary,tech_secondary,salary_inr,employment_type,company_size,remote_work,job_satisfaction,work_life_balance,tools_used,languages_known,certification_count,projects_count,overtime_frequency,tenure_years,promotion_last_year,hours_per_week,industry,managers_count,team_size,performance_score,survey_year,comments
362,35-44,Male,India,Pune,Diploma,9,BI Analyst,Power BI,AWS,984951,Part-time,5000+,Remote,1,5,"TensorFlow, SQL, Spark","R, Scala, SQL, Python",0,15,Often,0.6,No,43,IT,0,15,2,2023,Satisfied
363,18-24,Female,India,Bengaluru,Diploma,3,BI Analyst,Power BI,AWS,535767,Intern,1-50,On-site,5,1,"None, Python, SQL","Python, Java, R, SQL",2,11,Often,0.9,No,45,Education,0,13,3,2024,Looking to switch
364,18-24,Male,India,Hyderabad,Diploma,5,Data Analyst,Python,Spark,534450,Freelance,1001-5000,Remote,2,1,"Tableau, Azure",Scala,6,1,Sometimes,8.8,Yes,33,IT,2,3,3,2023,Satisfied
365,25-34,Male,India,Pune,PhD,4,BI Analyst,Python,Spark,613708,Part-time,5000+,Hybrid,4,1,"TensorFlow, AWS","R, Scala, Java, Python",0,8,Sometimes,7.1,No,47,Finance,5,21,2,2021,Good place
366,25-34,Male,India,Delhi,Bachelors,0,BI Analyst,Power BI,Azure,450000,Intern,1-50,Hybrid,2,5,"R, AWS, Excel",SQL,1,11,Often,9.8,Yes,54,Retail,1,3,3,2024,Stressful
367,18-24,Male,India,Mumbai,Diploma,9,ML Engineer,Python,Spark,1039783,Intern,51-200,Hybrid,1,4,"Tableau, R, SQL, Azure","Java, SQL, C++",3,13,Always,3.4,No,38,Healthcare,0,2,4,2024,Stressful
368,45-54,Male,India,Pune,Masters,3,ML Engineer,R,TensorFlow,1007047,Intern,1-50,On-site,1,2,Power BI,Python,0,8,Rarely,0.8,Yes,38,Finance,4,23,4,2024,Looking to switch
369,35-44,Female,India,Hyderabad,Bachelors,3,Data Analyst,SQL,AWS,585217,Freelance,5000+,Hybrid,1,1,"Azure, TensorFlow","Scala, R, SQL, Python",2,2,Rarely,2.0,No,34,IT,5,16,4,2023,Good place
370,18-24,Male,India,Delhi,Diploma,4,Data Scientist,R,AWS,904208,Full-time,1001-5000,Remote,4,1,Python,"SQL, C++, Scala",6,4,Never,1.1,No,44,Retail,5,12,5,2023,Looking to switch
371,45-54,Male,India,Kolkata,Masters,5,ML Engineer,Excel,None,1059355,Intern,1-50,Hybrid,5,1,"Spark, Power BI","R, Java",0,7,Always,7.4,No,41,Finance,5,3,2,2024,Good place
372,45-54,Other,India,Hyderabad,Masters,10,ML Engineer,Excel,AWS,1306260,Intern,201-1000,Hybrid,2,1,"TensorFlow, SQL, Spark","C++, R, Scala, Python",0,15,Rarely,4.7,Yes,46,Healthcare,4,18,2,2023,Looking to switch
373,35-44,Male,India,Mumbai,Diploma,1,ML Engineer,SQL,AWS,908867,Full-time,1-50,Hybrid,3,1,"Tableau, Python, TensorFlow, R","R, Scala",6,4,Never,7.2,Yes,53,Finance,3,19,1,2023,Stressful
374,35-44,Male,India,Kolkata,PhD,7,Data Analyst,Power BI,Azure,585017,Freelance,201-1000,On-site,3,2,"None, Tableau, Excel, Power BI","SQL, Java, Scala",2,9,Never,3.0,No,47,Finance,3,26,4,2021,Stressful
375,35-44,Other,India,Delhi,Masters,7,Software Engineer,Power BI,AWS,836189,Intern,1001-5000,Hybrid,4,1,Spark,SQL,4,9,Rarely,5.8,No,34,Education,4,29,5,2023,Good place
376,45-54,Other,India,Bengaluru,PhD,2,BI Analyst,R,Azure,497122,Full-time,1-50,Hybrid,1,3,R,"Scala, R, Python, Java",5,1,Rarely,5.2,No,34,Finance,5,21,2,2023,Learning a lot
377,45-54,Other,India,Delhi,Bachelors,12,Data Analyst,Python,Tableau,640024,Part-time,5000+,Remote,5,1,"Power BI, SQL","Python, C++, Java, SQL",0,3,Sometimes,4.1,Yes,56,Finance,4,9,5,2024,Satisfied
378,25-34,Other,India,Bengaluru,Bachelors,6,Data Analyst,SQL,None,778522,Part-time,51-200,On-site,5,2,"AWS, R, TensorFlow, SQL","R, Scala, Java, SQL",5,3,Often,4.2,No,34,IT,2,15,1,2024,Good place
379,18-24,Other,India,Delhi,PhD,4,Software Engineer,Python,AWS,616516,Intern,1001-5000,Hybrid,1,2,"Azure, None, Power BI","Scala, C++, Java",4,2,Rarely,6.6,No,50,Consulting,4,11,4,2022,Learning a lot
380,18-24,Other,India,Mumbai,PhD,6,ML Engineer,Power BI,TensorFlow,1229116,Part-time,5000+,On-site,5,5,"Excel, Tableau, TensorFlow","Python, Scala, C++, R",1,7,Never,6.7,No,59,Consulting,3,11,2,2022,Good place
381,45-54,Female,India,Bengaluru,Diploma,11,Data Scientist,R,AWS,1002522,Full-time,1-50,Hybrid,3,5,Excel,"Python, Java, C++",1,6,Rarely,2.6,No,51,Healthcare,1,7,2,2024,Satisfied
382,18-24,Other,India,Delhi,Diploma,1,Data Scientist,SQL,Tableau,729211,Full-time,201-1000,Hybrid,5,5,Tableau,"Scala, C++",3,6,Rarely,5.7,No,46,Healthcare,2,20,5,2022,Good place
383,45-54,Male,India,Pune,Diploma,6,BI Analyst,SQL,TensorFlow,687264,Full-time,1-50,Hybrid,2,1,"Python, Power BI, R","Java, R, Python",6,5,Sometimes,0.8,Yes,57,Education,4,17,3,2024,Satisfied
384,18-24,Other,India,Mumbai,Masters,8,Data Analyst,Python,Tableau,737232,Intern,201-1000,Remote,3,1,"Power BI, Azure","Scala, Python, SQL",3,2,Always,9.1,Yes,41,IT,3,20,5,2021,Satisfied
385,35-44,Other,India,Bengaluru,Diploma,2,BI Analyst,Python,Azure,556532,Part-time,201-1000,Hybrid,4,3,"Python, None",SQL,4,12,Never,5.6,Yes,42,Retail,5,5,4,2024,Satisfied
386,45-54,Male,India,Pune,Masters,1,Data Scientist,Excel,Spark,742487,Intern,1-50,Remote,2,1,Power BI,"Scala, C++, Python, Java",6,7,Never,0.9,Yes,44,Finance,2,2,3,2023,Satisfied
387,25-34,Other,India,Mumbai,PhD,4,Data Scientist,Python,None,800132,Full-time,201-1000,On-site,2,4,"Power BI, AWS, R","C++, R, SQL",4,8,Sometimes,7.0,Yes,31,Healthcare,3,23,5,2024,Learning a lot
388,25-34,Other,India,Hyderabad,Masters,3,Data Analyst,R,Spark,484132,Freelance,51-200,Remote,2,4,"SQL, Python, AWS, TensorFlow","R, C++, Java",2,2,Never,2.9,No,45,IT,3,13,4,2021,Stressful
389,25-34,Other,India,Mumbai,Diploma,6,Data Scientist,Excel,Tableau,1032940,Freelance,1-50,On-site,3,3,"Python, Tableau","Java, Python, C++, R",3,9,Always,4.7,No,35,Retail,3,24,2,2022,Good place
390,35-44,Male,India,Hyderabad,Masters,12,ML Engineer,Excel,TensorFlow,1400320,Full-time,5000+,Hybrid,3,3,"None, TensorFlow, Python",R,4,10,Sometimes,8.5,No,44,IT,3,1,4,2021,Learning a lot
391,25-34,Female,India,Bengaluru,Diploma,10,BI Analyst,Excel,TensorFlow,1011390,Freelance,1-50,Hybrid,2,3,"R, AWS, Excel","Scala, SQL",1,1,Rarely,1.2,Yes,35,Consulting,4,28,4,2023,Good place
392,25-34,Male,India,Delhi,Masters,11,Software Engineer,Excel,Tableau,1209038,Freelance,5000+,On-site,1,5,"Tableau, SQL",C++,3,3,Always,0.9,Yes,40,Education,2,27,4,2021,Looking to switch
393,18-24,Female,India,Pune,Masters,2,ML Engineer,Excel,Azure,975456,Freelance,1001-5000,Hybrid,5,1,"Tableau, Python","SQL, C++, Python",0,6,Sometimes,5.2,No,60,Finance,3,27,5,2021,Stressful
394,18-24,Male,India,Hyderabad,PhD,12,BI Analyst,R,None,785340,Full-time,5000+,Hybrid,5,5,"Tableau, R, Power BI, TensorFlow","R, SQL",6,11,Rarely,4.6,Yes,52,Finance,3,24,4,2023,Good place
395,18-24,Female,India,Delhi,PhD,8,ML Engineer,R,Spark,1245384,Intern,51-200,On-site,2,5,"Spark, TensorFlow","C++, R",6,9,Sometimes,3.2,Yes,43,Retail,4,5,5,2024,Stressful
396,18-24,Male,India,Bengaluru,PhD,7,Data Scientist,Excel,TensorFlow,1166347,Intern,1-50,Remote,1,4,Excel,SQL,4,12,Often,3.6,No,52,Education,1,23,3,2021,Learning a lot
397,18-24,Other,India,Bengaluru,Diploma,9,ML Engineer,Excel,Azure,1271164,Intern,1001-5000,Hybrid,4,2,"TensorFlow, Azure",SQL,0,11,Often,3.9,No,35,Education,5,19,3,2021,Stressful
398,35-44,Male,India,Pune,PhD,7,ML Engineer,Excel,AWS,1166190,Freelance,51-200,Remote,1,2,"Azure, R, Tableau, SQL","R, SQL, Python",2,8,Often,4.4,Yes,39,Healthcare,4,25,1,2022,Learning a lot
399,25-34,Other,India,Kolkata,Bachelors,1,Data Scientist,Python,TensorFlow,722604,Part-time,1-50,Hybrid,1,3,"R, TensorFlow","Scala, Java, SQL, C++",2,3,Never,4.5,No,45,Healthcare,0,28,2,2023,Good place
400,18-24,Other,India,Kolkata,Bachelors,12,ML Engineer,Python,AWS,1213252,Freelance,201-1000,Hybrid,5,1,"Python, Spark, SQL","SQL, C++, Python",5,0,Rarely,1.5,No,57,Finance,5,7,3,2024,Stressful
401,45-54,Female,India,Hyderabad,Bachelors,2,BI Analyst,Python,TensorFlow,584802,Part-time,1-50,Hybrid,1,4,"Excel, Python","Scala, R, Java, C++",4,7,Sometimes,4.9,Yes,58,Healthcare,1,29,3,2024,Looking to switch
402,35-44,Other,India,Mumbai,Masters,9,BI Analyst,Python,Spark,696276,Freelance,1001-5000,Hybrid,3,2,"SQL, Excel, AWS, Tableau",R,5,12,Rarely,7.8,No,56,Retail,4,14,2,2021,Learning a lot
403,25-34,Female,India,Bengaluru,Masters,8,ML Engineer,Excel,None,1176520,Intern,1001-5000,Hybrid,4,4,"Python, R, AWS","R, Python",2,14,Often,2.3,Yes,47,Finance,5,4,5,2023,Stressful
404,18-24,Other,India,Bengaluru,PhD,8,Software Engineer,Python,None,834736,Freelance,5000+,Remote,1,5,"Tableau, Azure","SQL, C++",3,7,Sometimes,8.0,No,40,Retail,1,18,2,2021,Good place
405,18-24,Other,India,Mumbai,PhD,12,Data Analyst,Python,Spark,862624,Freelance,1-50,Remote,2,1,"SQL, Spark, TensorFlow","Scala, R",6,2,Never,0.8,No,30,IT,5,27,5,2022,Good place
406,45-54,Male,India,Kolkata,Masters,12,Software Engineer,Excel,Azure,1142924,Full-time,201-1000,Hybrid,4,2,R,"Java, R, Scala, Python",1,13,Always,2.9,No,59,Consulting,4,17,2,2024,Good place
407,45-54,Female,India,Kolkata,Diploma,11,BI Analyst,Power BI,Spark,1086581,Full-time,1001-5000,Remote,4,3,"TensorFlow, SQL, R, Tableau","Scala, Python",0,5,Rarely,8.7,No,48,Finance,0,5,4,2024,Satisfied
408,25-34,Male,India,Kolkata,PhD,12,Software Engineer,Excel,Azure,984932,Freelance,51-200,Remote,3,5,"Python, R, Power BI, AWS","R, SQL, Scala, C++",5,15,Always,5.6,Yes,59,IT,3,23,1,2024,Stressful
409,18-24,Male,India,Hyderabad,PhD,2,Data Analyst,Python,Tableau,495598,Intern,51-200,On-site,5,4,"Azure, Spark","Python, R, Scala, SQL",2,8,Always,3.3,No,48,Consulting,1,5,3,2022,Satisfied
410,35-44,Female,India,Mumbai,Bachelors,8,ML Engineer,Excel,None,1387552,Part-time,51-200,On-site,4,1,"Spark, Excel, TensorFlow","Python, Scala, R, Java",1,6,Never,5.4,No,33,IT,4,15,5,2022,Good place
411,25-34,Female,India,Delhi,Diploma,10,ML Engineer,SQL,AWS,1236240,Intern,5000+,On-site,3,3,"R, Azure, TensorFlow, Power BI",C++,1,3,Rarely,2.9,No,48,IT,1,26,5,2024,Learning a lot
412,35-44,Other,India,Kolkata,PhD,12,Software Engineer,SQL,Spark,742100,Part-time,51-200,Remote,5,2,"Excel, AWS",R,0,1,Rarely,5.2,No,43,Consulting,3,11,3,2021,Stressful
413,45-54,Female,India,Delhi,PhD,6,Software Engineer,Excel,AWS,825248,Freelance,5000+,Remote,5,2,"None, R","Java, C++",3,15,Sometimes,6.9,No,50,Healthcare,1,1,3,2024,Learning a lot
414,25-34,Female,India,Chennai,Bachelors,3,BI Analyst,Python,Spark,596916,Freelance,5000+,Remote,1,5,"Tableau, SQL, None","C++, Python, R",0,8,Often,4.0,No,38,Consulting,0,19,1,2024,Satisfied
415,25-34,Female,India,Delhi,Diploma,7,BI Analyst,Python,AWS,603223,Part-time,51-200,Remote,1,4,Python,"Scala, Python, R, C++",6,8,Rarely,6.6,Yes,40,Consulting,2,29,2,2023,Satisfied
416,45-54,Female,India,Kolkata,Diploma,10,Data Analyst,Python,Spark,1098920,Part-time,201-1000,Remote,2,4,R,"Scala, C++",3,5,Never,3.2,No,33,Healthcare,3,19,1,2024,Good place
417,25-34,Other,India,Bengaluru,Bachelors,1,Data Analyst,Excel,TensorFlow,461066,Full-time,51-200,Remote,2,3,"SQL, Power BI, R, TensorFlow","R, Python",3,9,Rarely,2.9,No,43,Finance,1,9,2,2022,Learning a lot
418,45-54,Female,India,Bengaluru,PhD,11,ML Engineer,Excel,TensorFlow,1332119,Freelance,5000+,Hybrid,2,1,"Excel, Azure, Power BI, Spark","Scala, R, SQL",2,8,Never,5.2,Yes,38,Finance,3,9,1,2021,Satisfied
419,25-34,Female,India,Pune,Masters,7,Data Scientist,Excel,TensorFlow,1013362,Full-time,201-1000,On-site,1,3,Excel,"Java, R, C++, Scala",0,5,Sometimes,3.1,No,47,Finance,0,15,5,2024,Satisfied
420,45-54,Other,India,Mumbai,PhD,11,Software Engineer,SQL,AWS,1241466,Freelance,5000+,Hybrid,4,4,"Python, Power BI, Azure",Java,3,8,Always,4.1,Yes,35,Education,1,30,3,2022,Satisfied
421,35-44,Male,India,Bengaluru,Masters,2,Data Scientist,SQL,AWS,800124,Intern,51-200,Hybrid,1,2,"Excel, R","Python, SQL, C++",6,6,Often,1.0,Yes,34,Consulting,4,28,3,2021,Looking to switch
422,18-24,Female,India,Pune,PhD,5,Data Scientist,SQL,Azure,1019030,Intern,1001-5000,On-site,2,1,"Excel, Tableau, None, Spark","R, Java, C++",4,2,Sometimes,4.9,Yes,37,Education,1,25,2,2023,Learning a lot
423,18-24,Other,India,Pune,PhD,8,ML Engineer,Python,None,1130624,Part-time,1001-5000,Remote,1,2,"Spark, SQL, Tableau","Scala, SQL, Java, Python",2,9,Often,6.8,No,31,Healthcare,3,6,2,2024,Satisfied
424,18-24,Female,India,Delhi,Diploma,7,Data Analyst,Power BI,Tableau,613801,Freelance,51-200,On-site,5,4,"Python, AWS, Spark, Azure",R,3,8,Never,6.1,No,46,Healthcare,3,23,3,2023,Good place
425,45-54,Other,India,Bengaluru,Bachelors,6,Data Scientist,Python,AWS,1098220,Freelance,51-200,On-site,5,4,"Python, AWS, R, None",Java,3,11,Never,8.9,No,38,Retail,2,22,3,2021,Satisfied
426,35-44,Female,India,Mumbai,Diploma,2,ML Engineer,Power BI,AWS,929016,Full-time,5000+,Remote,3,1,"Power BI, Excel, SQL, Azure","Scala, SQL",5,15,Often,8.9,No,44,Consulting,4,8,5,2024,Good place
427,35-44,Male,India,Hyderabad,Diploma,5,Data Analyst,Power BI,TensorFlow,737695,Full-time,201-1000,On-site,3,4,"Python, Excel, R, SQL","Python, SQL, R, C++",4,7,Never,3.8,No,36,Retail,2,24,2,2023,Satisfied
428,45-54,Male,India,Delhi,Masters,9,Data Analyst,Excel,Tableau,820165,Part-time,1-50,Hybrid,2,3,"AWS, TensorFlow, Tableau",SQL,1,0,Sometimes,2.3,No,53,Consulting,4,27,4,2024,Satisfied
429,45-54,Female,India,Pune,Diploma,8,ML Engineer,Excel,AWS,1177584,Freelance,1001-5000,Remote,4,4,"Azure, Excel","R, Java, Python, Scala",6,2,Often,5.7,No,32,Finance,5,17,3,2023,Learning a lot
430,45-54,Male,India,Hyderabad,Bachelors,7,ML Engineer,R,AWS,1249140,Intern,1001-5000,Remote,3,5,"Power BI, Spark, Azure, Excel","C++, Python, Scala, SQL",1,6,Never,5.8,Yes,57,Finance,5,13,5,2024,Learning a lot
431,35-44,Female,India,Kolkata,Masters,6,Data Scientist,Python,None,1090078,Freelance,5000+,On-site,5,4,"Spark, AWS","R, Java, SQL, Python",3,9,Never,5.4,No,54,Retail,5,6,1,2024,Satisfied
432,45-54,Male,India,Delhi,Diploma,6,BI Analyst,R,Spark,624486,Full-time,5000+,On-site,4,1,"TensorFlow, Power BI, Excel","Scala, Python, R, C++",5,12,Always,5.2,Yes,57,Finance,3,12,2,2022,Looking to switch
433,25-34,Female,India,Bengaluru,Diploma,5,Data Scientist,SQL,TensorFlow,951115,Intern,51-200,On-site,5,4,"Excel, AWS",C++,6,10,Rarely,2.5,Yes,30,Consulting,0,22,4,2024,Looking to switch
434,45-54,Female,India,Delhi,Diploma,12,Data Analyst,R,None,1060084,Full-time,1001-5000,Hybrid,1,3,"Python, Tableau, Spark, AWS","Python, Scala, SQL, Java",6,3,Rarely,3.7,No,34,Finance,3,7,3,2021,Learning a lot
435,45-54,Male,India,Kolkata,Masters,7,Data Analyst,Excel,AWS,856169,Intern,201-1000,Hybrid,3,5,"TensorFlow, Python, Excel","C++, R",0,7,Sometimes,5.7,No,39,Consulting,1,19,3,2024,Looking to switch
436,25-34,Male,India,Pune,Masters,2,ML Engineer,Power BI,AWS,973460,Part-time,1-50,Remote,5,3,"TensorFlow, Python","R, C++, Java",3,5,Sometimes,6.5,No,46,Healthcare,3,28,4,2022,Satisfied
437,45-54,Female,India,Bengaluru,Diploma,2,BI Analyst,Excel,Spark,530540,Part-time,51-200,Remote,3,5,None,"R, Java",3,0,Always,9.0,Yes,41,Consulting,0,13,1,2023,Satisfied
438,18-24,Male,India,Mumbai,Bachelors,4,Data Analyst,SQL,AWS,673836,Part-time,51-200,Remote,4,2,TensorFlow,"C++, R, Python",5,6,Never,9.1,Yes,46,Healthcare,0,7,2,2022,Satisfied
439,45-54,Male,India,Pune,Diploma,7,Software Engineer,Excel,None,673509,Part-time,1001-5000,Remote,4,1,"Power BI, SQL, Azure, None","R, C++, Python, Scala",3,3,Often,7.8,Yes,48,Consulting,4,25,4,2021,Learning a lot
440,35-44,Female,India,Delhi,Bachelors,9,BI Analyst,Excel,TensorFlow,915048,Freelance,201-1000,Hybrid,5,2,"R, Azure, TensorFlow","Scala, Java, Python",6,5,Often,0.2,No,45,Finance,1,3,4,2023,Good place
441,25-34,Male,India,Kolkata,Diploma,5,BI Analyst,SQL,Spark,650660,Freelance,201-1000,On-site,4,1,"TensorFlow, Power BI, Excel","SQL, Scala, Java",6,5,Rarely,6.1,Yes,40,Education,3,21,5,2024,Learning a lot
442,45-54,Female,India,Chennai,Bachelors,4,Data Scientist,Excel,AWS,970500,Freelance,201-1000,Hybrid,3,4,"Spark, Python, None, TensorFlow","R, SQL, Java, C++",0,6,Rarely,6.7,No,39,Healthcare,0,11,4,2024,Learning a lot
443,25-34,Male,India,Pune,PhD,8,Software Engineer,Excel,Tableau,699016,Part-time,51-200,Hybrid,4,5,"Python, Spark, AWS, Power BI","C++, Scala, Java",0,3,Never,6.4,No,47,Healthcare,3,30,3,2021,Looking to switch
444,18-24,Female,India,Kolkata,PhD,11,Data Scientist,SQL,Spark,1345183,Freelance,5000+,Remote,5,1,"Power BI, Tableau, Azure, R","Scala, Python, SQL",6,2,Sometimes,9.6,No,58,Retail,5,29,2,2022,Learning a lot
445,45-54,Female,India,Chennai,Bachelors,3,BI Analyst,Excel,AWS,628674,Full-time,51-200,Remote,4,4,"AWS, Python, Azure, TensorFlow","Python, C++, Java",0,10,Always,5.0,No,50,IT,5,3,5,2021,Satisfied
446,25-34,Other,India,Kolkata,Diploma,8,Data Analyst,R,Azure,879832,Part-time,1-50,On-site,4,3,"AWS, Excel, Tableau, SQL","Scala, C++",2,14,Always,7.8,No,58,IT,3,19,3,2021,Satisfied
447,18-24,Male,India,Chennai,PhD,0,BI Analyst,SQL,AWS,450000,Freelance,5000+,Hybrid,2,5,"TensorFlow, Excel, Power BI","SQL, R",1,3,Never,5.4,Yes,54,Finance,4,12,1,2023,Learning a lot
448,25-34,Male,India,Chennai,Bachelors,10,Data Scientist,Power BI,AWS,1052680,Part-time,201-1000,Remote,2,4,Spark,Java,6,6,Often,0.6,No,42,Finance,1,25,4,2021,Good place
449,18-24,Male,India,Kolkata,Bachelors,8,Data Scientist,Python,Azure,1248304,Freelance,201-1000,Hybrid,2,2,Azure,"Java, R, Python",3,0,Never,3.9,No,42,IT,2,12,3,2021,Looking to switch
450,18-24,Other,India,Delhi,PhD,3,ML Engineer,Power BI,Tableau,964009,Freelance,1-50,Remote,2,2,Excel,"SQL, Java",6,1,Never,6.0,Yes,57,Consulting,5,10,3,2024,Stressful
451,25-34,Other,India,Hyderabad,Bachelors,2,BI Analyst,Excel,Tableau,511282,Full-time,1001-5000,Remote,3,4,"R, TensorFlow, Tableau",Python,2,0,Often,0.4,Yes,59,Retail,0,18,4,2022,Stressful
452,35-44,Male,India,Bengaluru,PhD,0,Data Analyst,Python,Tableau,400000,Intern,1001-5000,On-site,4,2,R,"Java, R, SQL, Scala",5,11,Always,6.7,Yes,45,Retail,5,27,5,2022,Stressful
453,25-34,Male,India,Hyderabad,Diploma,8,Data Scientist,Python,None,1071720,Freelance,5000+,Remote,2,2,"Excel, R, Tableau","Scala, C++, R, Python",2,13,Sometimes,6.6,Yes,53,Retail,5,2,2,2022,Good place
454,18-24,Male,India,Hyderabad,PhD,10,Data Scientist,Excel,Tableau,1274920,Intern,1001-5000,Hybrid,2,5,"AWS, Power BI, None, R","Python, R, C++, SQL",1,8,Sometimes,8.1,No,54,Education,3,22,1,2023,Satisfied
455,35-44,Female,India,Delhi,Diploma,1,ML Engineer,R,Spark,876198,Part-time,1001-5000,Remote,1,5,"Excel, Tableau, R","Java, C++, Python, R",1,12,Always,2.0,Yes,54,IT,1,24,3,2022,Satisfied
456,18-24,Other,India,Chennai,Bachelors,8,Software Engineer,R,Spark,856328,Part-time,1-50,On-site,2,5,"Excel, Azure","SQL, R, Python, Scala",2,12,Always,9.7,No,44,Healthcare,1,24,3,2021,Good place
457,35-44,Male,India,Delhi,Diploma,11,ML Engineer,Python,Azure,1171134,Part-time,1001-5000,Remote,2,4,"None, Spark","C++, SQL, Scala, Java",0,7,Sometimes,1.5,No,33,Consulting,5,19,2,2022,Looking to switch
458,35-44,Female,India,Bengaluru,Diploma,10,Data Scientist,R,AWS,1243560,Full-time,5000+,Hybrid,2,4,"SQL, Azure, AWS","Python, R",2,1,Often,8.4,No,33,Consulting,3,14,5,2022,Looking to switch
459,18-24,Male,India,Delhi,Masters,3,ML Engineer,SQL,None,1007227,Intern,1001-5000,Remote,1,3,"R, Azure, Tableau","Scala, R, C++, Python",0,3,Often,2.5,No,37,Education,3,22,3,2021,Looking to switch
460,45-54,Other,India,Pune,PhD,9,Software Engineer,Python,TensorFlow,743576,Full-time,5000+,Remote,1,2,"TensorFlow, None, Spark","Scala, Python, R, Java",6,14,Often,5.8,Yes,60,Retail,5,24,4,2021,Stressful
461,18-24,Other,India,Chennai,Diploma,2,Software Engineer,Excel,Azure,543718,Intern,201-1000,Hybrid,3,3,"R, AWS",R,3,8,Rarely,2.2,No,53,Retail,2,25,2,2024,Good place
462,25-34,Female,India,Kolkata,Masters,5,ML Engineer,Python,None,979630,Intern,201-1000,On-site,4,2,"Power BI, R, AWS, Tableau","Java, R, SQL",1,10,Never,1.2,No,59,Education,5,21,5,2023,Satisfied
463,45-54,Other,India,Delhi,Diploma,2,Software Engineer,SQL,Tableau,551866,Intern,201-1000,Remote,3,5,"Spark, Excel, None",Scala,6,9,Always,5.7,Yes,40,Finance,3,27,1,2022,Satisfied
464,35-44,Male,India,Mumbai,Bachelors,10,Data Scientist,SQL,Spark,1048000,Intern,51-200,Remote,1,3,"Python, TensorFlow","Java, Scala, SQL, C++",1,12,Always,8.9,No,53,Healthcare,5,26,3,2023,Looking to switch
465,25-34,Female,India,Pune,Masters,5,ML Engineer,Python,None,994070,Freelance,51-200,On-site,5,2,Azure,"C++, R, Python, Scala",1,11,Always,8.2,Yes,44,Healthcare,4,27,1,2024,Satisfied
466,45-54,Male,India,Hyderabad,Diploma,7,BI Analyst,R,Azure,846438,Full-time,201-1000,Hybrid,2,1,"SQL, R, TensorFlow",Scala,4,15,Often,7.1,Yes,42,Finance,5,15,3,2023,Learning a lot
467,45-54,Male,India,Kolkata,Masters,9,Data Scientist,Python,TensorFlow,911239,Freelance,5000+,Remote,1,5,Azure,"Scala, SQL, C++, Python",4,5,Rarely,0.4,No,53,IT,2,3,1,2024,Satisfied
468,45-54,Female,India,Delhi,PhD,12,BI Analyst,SQL,AWS,833904,Full-time,201-1000,Hybrid,2,4,"AWS, SQL, Excel","Java, SQL, C++",2,2,Sometimes,4.6,Yes,46,Healthcare,0,29,5,2021,Satisfied
469,35-44,Male,India,Hyderabad,Diploma,10,Data Analyst,R,Tableau,603050,Freelance,1001-5000,Hybrid,1,5,"SQL, Excel, Power BI","SQL, C++, Scala, Java",0,4,Always,3.8,Yes,58,Retail,5,28,2,2022,Looking to switch
470,18-24,Other,India,Kolkata,Diploma,9,Data Analyst,Excel,AWS,643567,Freelance,51-200,On-site,5,2,AWS,"C++, SQL",4,10,Often,9.3,No,55,Retail,0,22,5,2021,Learning a lot
471,25-34,Male,India,Kolkata,PhD,5,Data Scientist,SQL,Azure,813625,Freelance,1-50,Hybrid,5,1,None,"C++, Scala, Java",6,6,Sometimes,3.3,No,54,Finance,2,21,4,2024,Looking to switch
472,45-54,Male,India,Mumbai,Diploma,1,BI Analyst,Excel,TensorFlow,501726,Intern,201-1000,Hybrid,3,1,Power BI,R,4,5,Sometimes,7.4,Yes,31,Healthcare,3,7,3,2021,Looking to switch
473,25-34,Other,India,Chennai,Diploma,8,Software Engineer,SQL,Tableau,899720,Part-time,51-200,On-site,3,1,"AWS, Power BI",Python,3,6,Never,9.3,Yes,58,Finance,5,27,3,2022,Looking to switch
474,45-54,Male,India,Hyderabad,Bachelors,5,Data Scientist,R,Spark,1003735,Freelance,1001-5000,On-site,5,3,"None, R","Scala, Python, Java, SQL",3,8,Rarely,8.2,No,38,Education,0,21,4,2021,Looking to switch
475,25-34,Male,India,Delhi,Diploma,10,Data Scientist,Python,Spark,1220160,Full-time,51-200,On-site,3,2,"None, Spark, R","R, C++, Scala",0,3,Often,8.2,Yes,60,IT,4,28,4,2022,Stressful
476,45-54,Female,India,Bengaluru,Diploma,0,Software Engineer,SQL,Tableau,500000,Part-time,1-50,On-site,1,2,"TensorFlow, Tableau, AWS, Excel","C++, Python, SQL, Scala",5,10,Never,5.7,Yes,40,Healthcare,1,12,4,2022,Good place
477,25-34,Female,India,Pune,Diploma,6,BI Analyst,SQL,Spark,816630,Part-time,201-1000,On-site,4,1,"SQL, Power BI, Azure, R","SQL, C++",2,1,Never,6.9,No,46,Education,0,20,2,2023,Learning a lot
478,18-24,Other,India,Hyderabad,Diploma,2,Data Analyst,Power BI,Tableau,513754,Full-time,1001-5000,On-site,1,2,TensorFlow,Python,5,15,Always,6.5,No,51,Education,3,15,2,2024,Satisfied
479,45-54,Female,India,Hyderabad,PhD,5,ML Engineer,R,AWS,1023345,Part-time,201-1000,On-site,2,4,"Excel, Tableau, Python","R, SQL, Python, C++",3,7,Often,1.3,No,36,Retail,3,29,4,2024,Looking to switch
480,45-54,Female,India,Chennai,Masters,6,BI Analyst,Power BI,Spark,854412,Part-time,51-200,Remote,2,5,"None, TensorFlow","Java, C++, Scala",2,9,Rarely,4.0,No,33,Education,5,15,3,2024,Good place
